Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Andy Ibáñez,- - -,217,735,19,82,66,4,0.058503401,0.159183673,0.150145773,0.284420289,0.256559766,0.302452316,0.406705539,0.306617456,,93.24726641,-0.455209462,-5.972881782,1.448331401,2.020305504
Triston Casas,BOS,159,597,29,77,77,1,0.149078726,0.249581239,0.223762376,0.300911854,0.253465346,0.365159128,0.477227722,0.363432664,,127.425292,-3.65442366,15.89178881,-16.04028666,2.00993073
Maikel Garcia,KCR,122,493,4,54,51,22,0.073022312,0.206896551,0.092342343,0.339080459,0.274774774,0.325203252,0.367117117,0.302795094,,86.86619447,-1.120137912,-8.908862589,12.27123854,2.00823775
Trevor Larnach,MIN,180,669,18,74,78,2,0.109118086,0.340807174,0.156357388,0.32748538,0.223367697,0.315396113,0.379725085,0.305154549,,95.35320776,-0.269630209,-4.098747297,0.623854339,1.950021302
Ji Man Choi,- - -,227,819,28,84,108,0,0.135531135,0.294261294,0.177142857,0.296551724,0.224285714,0.332112332,0.401428571,0.322225975,,110.9373812,-3.020112195,7.287349773,-15.62487885,1.931073688
Nick Fortes,MIA,187,574,19,78,55,10,0.06445993,0.184668989,0.141221374,0.245,0.223282442,0.286713286,0.364503816,0.28719085,,79.59824243,-1.29293953,-15.69018649,14.866485,1.923453785
Davis Schneider,TOR,30,123,8,21,20,1,0.154471544,0.300813008,0.356435644,0.392857142,0.297029702,0.422764227,0.653465346,0.448156006,,192.7568587,-0.153862733,13.56557252,1.519975036,1.919977192
Cavan Biggio,TOR,275,881,22,117,85,10,0.12031782,0.27355278,0.143617021,0.288306451,0.219414893,0.323462414,0.363031914,0.305223765,,94.2680175,3.010822963,-3.105444719,-7.952600002,1.897386561
Rob Refsnyder,- - -,192,566,9,75,59,9,0.113074204,0.233215547,0.113636364,0.341954022,0.264462809,0.359929078,0.378099173,0.329755893,,107.4551482,-0.167038912,4.238317858,-5.550953865,1.825837918
Yainer Diaz,HOU,103,364,22,47,58,0,0.032967032,0.189560439,0.253644315,0.286821705,0.279883381,0.304945054,0.533527696,0.350154312,,124.7629041,-4.01955736,6.863111972,-0.917896897,1.823559487
Paul DeJong,- - -,300,1037,39,104,108,11,0.074252651,0.292189006,0.161324786,0.235,0.192307692,0.265188042,0.353632478,0.271524523,,70.79057324,-3.855312692,-40.48735668,23.4880698,1.811552666
Odúbel Herrera,PHI,186,689,18,82,72,12,0.058055152,0.172714078,0.151181102,0.283730158,0.253543307,0.301310043,0.404724409,0.305077592,,90.16204946,1.138636639,-7.103431646,1.615406007,1.801089017
Brian Anderson,- - -,259,1003,24,104,96,6,0.098703888,0.272183449,0.131221719,0.30287648,0.229638009,0.317048853,0.360859728,0.30018112,,88.07089733,-2.661696759,-17.15761666,1.076167941,1.798540403
Spencer Steer,CIN,174,729,24,80,89,14,0.106995884,0.208504801,0.176656152,0.3008658,0.257097791,0.348422496,0.433753943,0.34148546,,109.440599,1.74956948,10.47992362,-17.45274401,1.765363776
Avisaíl García,- - -,270,1013,40,107,133,14,0.060217176,0.265547877,0.164146868,0.290064102,0.238660907,0.295746785,0.402807775,0.300760621,,87.77105591,-1.48268828,-15.49615277,-0.826559424,1.760637366
Stone Garrett,- - -,116,355,13,53,50,6,0.08169014,0.307042253,0.206451613,0.365979381,0.270967741,0.335243553,0.477419354,0.347261829,,119.2166062,0.518410488,8.767852497,-3.554473042,1.744285442
Zach McKinstry,- - -,255,843,20,95,75,24,0.081850533,0.24792408,0.14229249,0.274766355,0.22002635,0.287589498,0.36231884,0.28453363,,79.03757932,6.136786462,-15.24390357,3.60253343,1.736224083
Carlos Santana,- - -,424,1737,59,191,205,8,0.126079447,0.165803108,0.159121172,0.229845626,0.21770972,0.317213586,0.376830892,0.306099578,,92.15646309,2.999317252,-13.76136381,-27.50433992,1.726305409
Kyle Isbel,KCR,217,649,11,88,65,18,0.057010785,0.235747303,0.139534884,0.287330316,0.22923588,0.276661514,0.368770764,0.280308953,,73.34346158,3.209750146,-16.85349905,12.25076159,1.722635617
Nick Ahmed,ARI,218,737,10,67,62,12,0.0651289,0.232021709,0.116959064,0.277777777,0.219298245,0.272108843,0.336257309,0.265172215,,63.20046355,0.477191808,-33.6707231,25.77452618,1.718743837
Matt Carpenter,- - -,253,640,23,64,89,3,0.1484375,0.2796875,0.196940726,0.25609756,0.20458891,0.336990595,0.401529636,0.326101145,,111.2130409,-0.616512014,5.933727868,-11.26845028,1.709903646
Luis Guillorme,NYM,221,605,4,58,31,1,0.110743801,0.160330578,0.069811321,0.316279069,0.264150943,0.348333333,0.333962264,0.305881341,,97.89817789,-6.426984437,-8.13554257,3.809763074,1.674620972
CJ Abrams,- - -,229,860,20,110,78,48,0.038372093,0.187209302,0.135678392,0.281098546,0.243718592,0.29122807,0.379396984,0.29144724,,83.04324076,10.53056722,-6.892761466,-5.458639741,1.659785979
Ezequiel Tovar,COL,150,600,16,77,73,11,0.041666666,0.266666666,0.1590106,0.325699745,0.254416961,0.289297658,0.413427561,0.301620533,,72.77092143,-1.704948288,-21.83626562,18.09427729,1.648595214
Bo Naylor,CLE,64,211,8,25,24,4,0.113744075,0.25592417,0.189189189,0.266129032,0.221621621,0.312796208,0.41081081,0.313508254,,100.9579494,2.446130745,2.678722538,6.308592715,1.600658197
Albert Pujols,- - -,218,647,41,71,118,3,0.064914992,0.154559505,0.240549828,0.238307349,0.254295532,0.316846986,0.49484536,0.344591053,,121.7656043,-9.042538094,7.122584463,-13.92758715,1.590985692
Eddie Rosario,- - -,322,1160,40,130,158,17,0.06637931,0.208620689,0.175865295,0.285175879,0.249766136,0.299049265,0.425631431,0.310771797,,94.88861167,1.038331148,-5.337946826,-17.89568931,1.558965928
Mike Tauchman,- - -,173,554,11,80,61,9,0.131768953,0.238267148,0.112288135,0.289156626,0.226694915,0.333333333,0.33898305,0.303435857,,90.6546407,1.434318118,-5.181874579,2.060527846,1.55800373
Bryan De La Cruz,MIA,315,1154,37,113,136,8,0.064991334,0.241767764,0.162746943,0.318361955,0.261523988,0.309895833,0.424270931,0.316609035,,98.74116057,-5.01329376,-6.758483798,-16.96931016,1.557850621
Sal Frelick,MIL,46,179,3,26,21,7,0.145251396,0.167597765,0.120805369,0.302521008,0.261744966,0.368715083,0.382550335,0.334104851,,108.7412195,3.276895415,5.218035258,4.252270937,1.548000364
Jarren Duran,BOS,193,697,13,86,67,33,0.060258249,0.276901004,0.161741835,0.346938775,0.258164852,0.308908045,0.419906687,0.314041285,,94.33741137,7.075889333,2.596203618,-10.22265612,1.537097735
Joey Meneses,WSN,198,845,24,99,115,1,0.060355029,0.202366863,0.155810984,0.345699831,0.292464878,0.338461538,0.448275862,0.33989469,,114.7725205,-6.513512822,7.900436658,-22.04368949,1.525837585
Marcell Ozuna,ATL,304,1253,65,154,164,2,0.081404628,0.230646448,0.213157894,0.263888888,0.240350877,0.304070231,0.453508771,0.325441008,,104.3596484,-5.105744929,1.930107892,-28.80226183,1.518909041
David Fletcher,LAA,240,954,6,98,74,16,0.042976939,0.088050314,0.07,0.279901356,0.258888888,0.293868921,0.328888888,0.273944608,,70.66782635,1.657089627,-31.99972188,14.65319113,1.512693483
Vinnie Pasquantino,KCR,133,558,19,49,52,1,0.107526881,0.116487455,0.171779141,0.279411764,0.27198364,0.355475763,0.443762781,0.347244344,,120.9480165,-4.715731846,8.50050558,-12.49911082,1.506263316
Tyler Naquin,- - -,232,788,30,99,116,9,0.068527918,0.252538071,0.20110957,0.307070707,0.252427184,0.311308767,0.453536754,0.327375737,,102.6593964,1.448239751,4.3774121,-16.17641181,1.495623755
Oneil Cruz,PIT,98,410,19,54,61,13,0.085365853,0.336585365,0.212365592,0.31797235,0.236559139,0.302439024,0.448924731,0.324025944,,105.6126438,3.210553775,5.970204413,-5.438383669,1.492021764
Daniel Vogelbach,- - -,326,1037,40,110,131,0,0.152362584,0.243008678,0.179428571,0.279109589,0.232,0.351012536,0.411428571,0.336429466,,114.9527105,-11.12952737,7.168875954,-27.98290128,1.489828407
Matt Wallner,MIN,83,282,14,38,43,3,0.09574468,0.333333333,0.228215768,0.330827067,0.2406639,0.351063829,0.468879668,0.355607962,,129.7587134,1.676547687,11.7503049,-6.332669914,1.486925889
Aledmys Díaz,- - -,278,968,24,86,106,2,0.05268595,0.184917355,0.139013453,0.277697841,0.243273542,0.295760082,0.382286995,0.294091733,,89.05881804,-9.352823754,-22.01942055,4.066281915,1.474457511
Bradley Zimmer,- - -,208,465,10,62,40,18,0.075268817,0.359139784,0.113861386,0.307359307,0.200495049,0.29525862,0.314356435,0.275533914,,74.98838628,3.352167375,-10.06932621,9.108863495,1.468833918
Victor Caratini,- - -,268,877,22,80,95,3,0.096921322,0.220068415,0.117340286,0.264285714,0.221642764,0.30936073,0.33898305,0.286204345,,80.97593313,-11.06140951,-31.66209665,15.97745312,1.443947391
Manny Piña,- - -,84,237,14,29,36,0,0.097046413,0.177215189,0.233009709,0.164473684,0.189320388,0.286919831,0.422330097,0.305870427,,89.88797153,-0.57568779,-3.46528001,9.750664178,1.425971639
Steven Duggar,- - -,136,377,8,52,39,12,0.090185676,0.342175066,0.155882353,0.352941176,0.235294117,0.307692307,0.39117647,0.301161735,,90.36007381,4.712141592,0.856793278,0.698174503,1.40240709
Emmanuel Rivera,- - -,211,723,17,91,73,4,0.069156293,0.21715076,0.134238311,0.29757085,0.247360482,0.302904564,0.381598793,0.299840999,,88.25509803,-0.305055676,-10.58709708,0.030971915,1.401972095
Charlie Blackmon,COL,369,1524,36,188,192,8,0.080052493,0.161417322,0.150846211,0.305427782,0.270787343,0.341447368,0.421633554,0.332016934,,94.84777103,1.090200289,-8.276761971,-29.50049007,1.373314956
Elly De La Cruz,CIN,88,384,11,59,36,29,0.080729166,0.333333333,0.169054441,0.33649289,0.23495702,0.300261096,0.404011461,0.302036949,,82.17663283,3.493874509,-4.997006335,5.739979982,1.372200109
Alcides Escobar,WSN,117,480,4,65,36,4,0.045833333,0.183333333,0.101580136,0.325779036,0.268623024,0.317991631,0.37020316,0.30193611,,88.06043087,3.275476418,-3.320536572,0.930449963,1.368936166
Jacob Stallings,- - -,307,1061,15,85,107,0,0.097078228,0.214891611,0.099147121,0.282453637,0.227078891,0.309073724,0.326226012,0.285084784,,76.97934676,-12.00780361,-41.45675921,19.55438009,1.365641709
Freddy Fermin,KCR,73,242,9,27,32,0,0.053719008,0.219008264,0.174107143,0.315151515,0.272321428,0.311203319,0.446428571,0.323521254,,101.6008641,-2.520284522,-2.113241044,7.540683933,1.352690074
Oswaldo Cabrera,NYY,147,453,11,55,47,11,0.08830022,0.229580573,0.130541872,0.278911564,0.229064039,0.299334811,0.359605911,0.290395246,,86.66287609,2.14062957,-5.291200821,2.788190126,1.332040482
Ryan McKenna,BAL,282,508,6,65,43,8,0.086614173,0.332677165,0.096196868,0.338181818,0.22147651,0.299401197,0.317673378,0.276317567,,75.03821491,5.023837684,-10.15815691,6.055554986,1.326176466
Garrett Mitchell,MIL,44,130,5,18,15,9,0.076923076,0.4,0.176470588,0.467741935,0.285714285,0.341085271,0.462184873,0.347747826,,121.4142544,3.009519057,6.271292202,2.113175005,1.325160054
Travis Jankowski,- - -,224,505,2,69,42,27,0.122772277,0.160396039,0.069284065,0.298295454,0.247113163,0.345309381,0.316397228,0.298311902,,86.55680714,1.701563465,-6.39534783,2.481649142,1.316297015
Frank Schwindel,- - -,139,551,22,67,79,2,0.063520871,0.179673321,0.192982456,0.302030456,0.274853801,0.321234119,0.467836257,0.336554592,,113.8849692,-3.373735592,7.149497047,-12.34975948,1.31389284
Francisco Mejía,TBR,227,736,17,85,85,0,0.040760869,0.206521739,0.152394775,0.289523809,0.245283018,0.284741144,0.397677793,0.294630618,,91.86317513,-3.748753199,-10.5576485,-0.953107655,1.3100428
James McCann,- - -,244,807,19,71,89,7,0.061957868,0.26394052,0.123473542,0.28125,0.221166892,0.277363184,0.344640434,0.272256578,,73.26546857,-3.612932442,-29.85398734,15.47378943,1.304654176
DJ Stewart,- - -,151,473,23,58,59,1,0.118393234,0.285412262,0.214814815,0.27016129,0.222222222,0.329087048,0.437037037,0.332344866,,110.2953093,1.072335653,7.164029264,-10.44023001,1.281010099
Jordan Westburg,BAL,59,203,3,24,21,4,0.068965517,0.221674876,0.151351351,0.335714285,0.27027027,0.320197044,0.421621621,0.318867656,,103.5355149,0.930947531,1.793993245,3.926052868,1.259515007
Matt Vierling,- - -,272,909,17,106,76,15,0.07150715,0.211221122,0.115012106,0.32,0.262711864,0.320484581,0.37772397,0.305841138,,93.35765642,-1.030796609,-7.900312247,-10.41413301,1.251586429
Johan Rojas,PHI,49,129,1,16,19,12,0.038759689,0.224806201,0.120689656,0.395348837,0.301724137,0.346774193,0.422413793,0.335431128,,109.3175466,2.430954099,3.922110008,4.205934912,1.245328289
Brett Gardner,NYY,140,461,10,47,39,4,0.130151843,0.216919739,0.139534883,0.268551236,0.222222222,0.326754385,0.361757105,0.305042586,,94.6488582,3.29272024,0.272424881,-3.872285932,1.222874092
Alek Thomas,ARI,227,767,17,93,74,13,0.050847457,0.199478487,0.130617977,0.27090909,0.233146067,0.275816993,0.363764044,0.27762243,,73.78435398,4.694680094,-19.3564231,4.922026113,1.182447973
Luke Maile,- - -,163,423,8,40,41,1,0.082742316,0.255319148,0.128,0.297709923,0.229333333,0.308056872,0.357333333,0.295337676,,85.49453182,-3.764205937,-10.96345491,8.471172027,1.18120334
Austin Barnes,LAD,193,619,16,70,60,5,0.096930533,0.214862681,0.121546961,0.234256926,0.200736648,0.289430894,0.322283609,0.274427616,,73.37614025,-2.706171304,-23.38341481,13.50816783,1.175738425
Austin Meadows,- - -,184,759,27,88,119,4,0.098814229,0.187088274,0.190404797,0.25889328,0.236881559,0.318840579,0.427286356,0.320627247,,107.581499,-2.988293163,4.088515502,-17.93915175,1.172971963
Jared Walsh,LAA,293,1126,47,118,150,4,0.076376554,0.28330373,0.197278912,0.301801801,0.241010689,0.303730017,0.438289601,0.316633598,,100.3500041,-2.109251072,-0.511285329,-25.27232908,1.14848459
Anthony Rendon,LAA,148,625,13,62,80,4,0.1232,0.1648,0.128060264,0.264775413,0.235404896,0.3376,0.36346516,0.311743969,,96.89258098,-1.453632522,-3.859824564,-6.032663822,1.142847271
Jason Delay,PIT,123,338,2,34,28,0,0.062130177,0.272189349,0.080906149,0.324074074,0.233009708,0.289552238,0.313915857,0.269404855,,66.28478933,-2.755218355,-16.24455583,16.05315995,1.129242166
Sam Haggerty,SEA,160,381,8,56,32,24,0.086614173,0.251968503,0.121661722,0.302127659,0.234421364,0.312169312,0.356083086,0.294391961,,92.72429318,3.911573379,0.278414906,-2.256523073,1.126323543
Will Brennan,CLE,139,467,6,43,48,14,0.034261241,0.124197002,0.099322799,0.304461942,0.275395033,0.308351177,0.374717832,0.296642631,,89.4364836,0.784290354,-5.346129881,0.49923721,1.113119549
Michael Massey,KCR,170,621,18,56,69,9,0.049919484,0.22705314,0.147627416,0.274038461,0.23198594,0.283171521,0.379613356,0.288145607,,78.341133,3.321793413,-12.73065717,2.812384069,1.108207286
Will Benson,- - -,125,357,10,53,30,15,0.112044817,0.31652661,0.185303514,0.363157894,0.252396166,0.342696629,0.43769968,0.339339852,,109.159279,2.211647353,6.726688871,-7.572414011,1.085510388
Yu Chang,- - -,197,553,19,63,72,5,0.054249547,0.292947558,0.166666666,0.262048192,0.207843137,0.261343012,0.374509803,0.2752186,,73.88014786,1.568538734,-15.77192777,7.947002767,1.080805982
Connor Wong,BOS,148,442,10,65,44,6,0.063348416,0.321266968,0.158415842,0.342519685,0.240099009,0.297727272,0.398514851,0.301969789,,84.46911675,1.413797007,-6.666265476,2.453979611,1.076283146
Jonathan Villar,- - -,201,725,21,88,60,21,0.084137931,0.263448275,0.144817073,0.30044843,0.236280487,0.303324099,0.38109756,0.298404991,,89.51007085,5.856793776,-2.656961283,-10.34775238,1.075247568
Tucker Barnhart,- - -,257,819,9,63,73,1,0.08058608,0.263736263,0.082655827,0.311411992,0.230352303,0.300733496,0.31300813,0.274961548,,69.52465153,-3.178903081,-33.01851468,16.76723719,1.067744952
Nick Solak,- - -,164,606,14,72,53,10,0.067656765,0.207920792,0.12037037,0.283582089,0.237037037,0.313432835,0.357407407,0.29787555,,86.72811101,0.964042967,-8.758940451,-1.164911941,1.06665842
Tomás Nido,NYM,178,535,6,52,42,1,0.039252336,0.257943925,0.081135903,0.292613636,0.221095334,0.257197696,0.302231237,0.246090329,,57.98712106,-9.247795995,-36.66072433,28.77022964,1.064969873
Sergio Alcántara,- - -,182,479,11,56,46,4,0.087682672,0.27348643,0.129411765,0.273356401,0.211764705,0.283613445,0.34117647,0.273997759,,72.33396399,0.618885899,-15.53726477,9.969082937,1.062913715
Jordan Luplow,- - -,178,503,24,58,61,8,0.125248508,0.276341948,0.203233256,0.221402214,0.193995381,0.30417495,0.397228637,0.307660413,,96.59526955,-0.334809826,-2.117374386,-4.47424642,1.062460594
Freddy Galvis,- - -,104,394,14,53,40,1,0.068527918,0.195431472,0.165730337,0.268656716,0.241573033,0.301790281,0.40730337,0.305398447,,90.28256727,0.902240787,-3.887660775,1.047057986,1.061411417
Greg Allen,- - -,83,210,3,32,11,16,0.08095238,0.309523809,0.123595506,0.303571428,0.207865168,0.305825242,0.331460674,0.28679266,,81.06243158,5.069375173,0.602793759,2.526162624,1.035291507
Yadier Molina,STL,201,743,16,64,90,5,0.039030955,0.160161507,0.106837607,0.264448336,0.237891737,0.273584905,0.344729344,0.269537459,,70.22422748,-9.680008567,-36.34232908,21.57021022,1.034405161
Nick Gordon,MIN,245,752,15,77,80,16,0.042553191,0.227393617,0.142241379,0.30754352,0.25,0.292780748,0.392241379,0.296687553,,91.58337742,0.653527522,-7.428600617,-7.682947144,1.032871152
Nelson Cruz,- - -,313,1243,47,138,173,8,0.085277554,0.234111021,0.169384057,0.293966623,0.25,0.319579288,0.419384057,0.316927127,,103.2716686,-4.925624296,0.464258436,-32.16877323,1.0288235
Drew Waters,KCR,121,418,13,52,48,13,0.088516746,0.339712918,0.172043011,0.331818181,0.231182795,0.306954436,0.403225806,0.309465695,,92.98687238,0.851722039,-2.875841546,-1.039794922,1.024631959
Eric Haase,- - -,297,1025,40,111,131,6,0.065365853,0.289756097,0.171940929,0.288492706,0.229957805,0.28125,0.401898734,0.294522232,,87.06153554,-5.028617485,-21.25814813,-3.439842148,1.023438435
Adam Engel,- - -,163,406,9,53,35,19,0.054187192,0.268472906,0.136363636,0.299610894,0.229946524,0.288177339,0.36631016,0.286439317,,81.89961916,2.64361173,-5.486914636,2.442075961,1.020282998
Joey Wiemer,MIL,132,410,13,48,42,11,0.087804878,0.282926829,0.158038147,0.258333333,0.204359673,0.282926829,0.36239782,0.283595166,,74.88180306,0.662299991,-12.11397015,8.281860232,1.004619779
Adalberto Mondesi,KCR,50,190,6,22,20,20,0.052631578,0.331578947,0.159090909,0.280373831,0.204545454,0.251336898,0.363636363,0.265568115,,62.68361721,3.463274263,-4.659710248,8.164658114,0.992579133
Lorenzo Cain,MIL,121,442,9,57,45,15,0.076923076,0.190045248,0.111940298,0.266881028,0.228855721,0.294117647,0.340796019,0.280964685,,74.25565353,3.592977712,-9.698236991,4.804345965,0.977854649
Kevin Newman,- - -,300,1116,10,109,91,22,0.05376344,0.110215053,0.093203884,0.26821192,0.245631067,0.289330922,0.338834951,0.27462376,,68.39326185,8.115811867,-36.32394346,7.798051637,0.973766138
Stuart Fairchild,- - -,146,369,10,48,35,10,0.092140921,0.273712737,0.169811321,0.296650717,0.226415094,0.322404371,0.396226415,0.317025268,,94.94752831,1.099375081,-1.560070716,-1.465661966,0.973171957
Jake Marisnick,- - -,176,363,9,40,40,8,0.049586776,0.303030303,0.161094225,0.305164319,0.224924012,0.281337047,0.386018237,0.287825856,,80.59557186,-1.302347316,-10.014354,7.244556649,0.970298908
Raimel Tapia,- - -,320,1124,16,140,115,36,0.063167259,0.169039145,0.106075217,0.308243727,0.264223722,0.310931899,0.370298939,0.297812442,,81.17713621,7.770717468,-18.44255334,-9.231606781,0.959405539
Ezequiel Duran,TEX,177,655,19,80,71,12,0.051908396,0.264122137,0.155482815,0.334916864,0.261865793,0.307339449,0.417348608,0.313373203,,98.13144109,-3.951916491,-5.0854397,-7.188303173,0.955961409
Pablo Reyes,- - -,114,271,3,38,23,10,0.081180811,0.136531365,0.093877551,0.323671497,0.285714285,0.342007434,0.379591836,0.316071656,,95.13494281,1.996695103,0.355932499,0.01661402,0.955543011
Blake Sabol,SFG,104,326,13,36,44,4,0.070552147,0.337423312,0.166666666,0.341040462,0.244897959,0.31076923,0.411564625,0.314025199,,99.27960237,0.954208843,0.662854403,-2.223956101,0.946726243
Cade Marlowe,SEA,34,100,3,14,11,4,0.12,0.33,0.181818182,0.346153846,0.238636363,0.33,0.420454545,0.326939483,,111.5528752,0.961927805,2.351161071,3.39699018,0.912191938
Taylor Walls,TBR,286,958,17,117,80,36,0.120041753,0.262004175,0.117505995,0.25,0.190647482,0.290356394,0.308153477,0.271292275,,76.07596493,9.706649045,-16.69800279,-5.780242726,0.8873605
Kevin Pillar,- - -,199,538,22,65,72,8,0.033457249,0.241635687,0.181459566,0.259776536,0.226824457,0.265799256,0.408284023,0.288139994,,80.76527343,2.089761903,-10.76750559,1.441993006,0.882855901
Alex Call,- - -,170,560,12,59,49,12,0.116071428,0.189285714,0.118257262,0.237704918,0.20539419,0.308797127,0.323651452,0.286693528,,78.56078153,0.465146312,-14.5628681,4.007019274,0.871692935
Brent Rooker,- - -,199,730,35,81,78,3,0.086301369,0.324657534,0.211180124,0.289893617,0.223602484,0.309589041,0.434782608,0.321261301,,107.1807151,0.177648985,6.563619835,-22.68114126,0.851657094
Guillermo Heredia,ATL,194,429,8,58,34,0,0.088578088,0.263403263,0.144356955,0.272030651,0.207349081,0.293706293,0.351706036,0.283267985,,74.64853099,4.101203742,-9.32124005,3.426138088,0.847844674
Trey Mancini,- - -,369,1466,43,164,162,0,0.08526603,0.242837653,0.153435115,0.302173913,0.245038167,0.31830601,0.398473282,0.312195844,,99.25901988,-10.04714783,-11.78185684,-29.26168513,0.819361606
José Azocar,SDP,143,295,1,37,18,13,0.050847457,0.210169491,0.081180811,0.33014354,0.258302583,0.301038062,0.339483394,0.28291345,,84.50727144,0.317465292,-5.055349651,2.863027871,0.807772103
Esteury Ruiz,- - -,137,499,4,47,44,60,0.036072144,0.200400801,0.08830022,0.302857142,0.242825607,0.295081967,0.331125827,0.277349759,,78.05673659,9.225361297,-3.832645498,-4.938607022,0.805687911
Charles Leblanc,MIA,48,169,4,18,11,4,0.071005917,0.313609467,0.141025641,0.373737373,0.262820512,0.319526627,0.403846153,0.318058685,,104.0590061,1.440076847,2.237066625,-0.286069006,0.804621456
David Villar,SFG,98,321,14,36,36,1,0.090342679,0.320872274,0.2,0.242424242,0.192857142,0.289719626,0.392857142,0.300372135,,93.6761702,-0.071417304,-2.95303045,-0.488534003,0.790133712
Mickey Moniak,- - -,141,465,17,49,54,7,0.034408602,0.365591397,0.182844244,0.34765625,0.239277652,0.272138228,0.422121896,0.295438279,,84.77127416,1.989888054,-6.489276373,-1.122556325,0.785401291
Miguel Amaya,CHC,49,147,5,17,18,0,0.081632653,0.265306122,0.155737705,0.29113924,0.229508196,0.349315068,0.385245901,0.32935978,,107.0813766,-0.023098014,1.268319867,1.555459976,0.778106361
Owen Miller,- - -,280,988,15,99,96,17,0.058704453,0.210526315,0.10816777,0.291248206,0.240618101,0.289473684,0.348785871,0.279021554,,77.90745442,0.326711919,-25.91786666,0.517117023,0.750711244
Eli White,- - -,117,354,9,43,25,16,0.087570621,0.322033898,0.116719243,0.246153846,0.179810725,0.262711864,0.296529968,0.251955074,,56.22993769,4.45173375,-14.13898351,9.368954927,0.749737563
Christian Arroyo,BOS,210,687,15,77,85,7,0.040756914,0.200873362,0.142410016,0.31632653,0.266040688,0.306451612,0.408450704,0.308877539,,91.41194259,-3.973524625,-11.08712833,-4.430449098,0.73968455
Curt Casali,- - -,174,503,10,48,49,0,0.121272365,0.276341948,0.114485981,0.270462633,0.200934579,0.310621242,0.31542056,0.281739199,,77.88248546,0.238594461,-13.54114654,3.695977047,0.727468051
Starlin Castro,WSN,87,346,3,25,38,0,0.075144508,0.179190751,0.092063492,0.338582677,0.282539682,0.333333333,0.374603174,0.308613712,,91.22825484,-2.130772284,-5.994539695,1.598829061,0.726610419
Jorge Alfaro,- - -,192,637,12,49,74,9,0.037676609,0.332810047,0.118530885,0.343915343,0.237061769,0.277864992,0.355592654,0.277040945,,74.71517796,-0.934138766,-20.97819291,6.373653159,0.7182391
Jared Triolo,PIT,42,157,1,19,16,4,0.089171974,0.305732484,0.050359712,0.384615384,0.258992805,0.337579617,0.309352517,0.294591934,,80.6776943,1.007869124,-2.755617435,4.634979099,0.717891073
Aristides Aquino,CIN,164,480,20,49,53,4,0.091666666,0.366666666,0.187066974,0.267782426,0.193995381,0.26875,0.381062355,0.281879779,,71.65984971,1.639809529,-14.56273,5.132100224,0.709741942
Jarred Kelenic,SEA,241,936,32,104,105,23,0.091880341,0.306623931,0.173602854,0.260456273,0.200951248,0.277777777,0.374554102,0.28351277,,82.86512703,2.463242687,-16.41272181,-7.953795075,0.708801052
Dairon Blanco,KCR,63,135,2,17,19,23,0.074074074,0.266666666,0.163934426,0.309523809,0.229508196,0.298507462,0.393442622,0.300501143,,85.27939114,1.477328815,-0.889190976,3.365587637,0.706672492
Zach Neto,LAA,73,279,8,32,30,5,0.05734767,0.222222222,0.153846154,0.262569832,0.222672064,0.302158273,0.376518218,0.298968313,,86.05931261,-0.676954262,-5.354020091,2.782709062,0.692394435
Conner Capel,- - -,54,145,3,13,14,6,0.117241379,0.24137931,0.128,0.359550561,0.28,0.365517241,0.408,0.341479829,,124.461743,-0.943878214,3.069111928,-1.340802014,0.689313628
Joey Bart,SFG,129,392,11,44,31,2,0.073979591,0.349489795,0.124293785,0.314009661,0.214689265,0.288265306,0.33898305,0.280756103,,81.15179991,-0.843477818,-9.820884402,3.040620221,0.680959913
Ronald Torreyes,PHI,112,344,7,30,41,2,0.055232558,0.119186046,0.103773585,0.258302583,0.242138364,0.286135693,0.345911949,0.27411124,,68.42766265,1.317143001,-12.50941398,7.671290159,0.675499349
Livan Soto,LAA,22,71,1,11,9,1,0.070422535,0.211267605,0.15625,0.469387755,0.375,0.414285714,0.53125,0.406697339,,167.1774394,0.693991576,6.062465174,-1.984001942,0.671187349
Leury García,CHW,223,789,8,98,74,8,0.060836501,0.205323193,0.086713287,0.300180831,0.243356643,0.294344473,0.33006993,0.275634044,,73.17147494,5.676915976,-18.31003206,-0.856676407,0.662891969
Eric Hosmer,- - -,286,1084,22,98,123,5,0.083948339,0.173431734,0.118006104,0.30798969,0.265513733,0.33056325,0.383519837,0.312308857,,101.0736357,-11.70778019,-10.32995265,-19.72966611,0.662381962
Sean Bouchard,COL,39,117,3,13,14,0,0.205128205,0.282051282,0.166666667,0.392857142,0.277777777,0.427350427,0.444444444,0.386273435,,135.2509386,-0.313900656,4.366080379,-2.13110508,0.657854846
Endy Rodríguez,PIT,49,169,2,21,10,0,0.082840236,0.224852071,0.110389611,0.278260869,0.22077922,0.284023668,0.331168831,0.271481857,,65.18574004,0.715366025,-6.583840312,7.386920094,0.651309459
Yonathan Daza,COL,244,819,4,90,71,3,0.061050061,0.159951159,0.078982597,0.344103392,0.290495314,0.3378545,0.369477911,0.311739601,,82.2359934,-0.848477731,-18.95054715,-2.537448689,0.648976539
