Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
Reyes Moronta,- - -,2,2,2,45,0,43,8.790698869,4.395349434,1.465116478,0.247787611,0.74688797,0.33050847,0.1147541,95.25546714,4.18604708,,4.889801588,4.914941378,-0.052380584
Dillon Maples,CHC,1,0,0,28,0,31.1,11.48936287,7.180851792,0.574468143,0.203125,0.84070796,0.5,0.11111111,95.38050328,2.585106645,,4.606204481,4.789986998,-0.053633686
Keynan Middleton,- - -,4,6,6,100,1,97.2,9.491468936,4.054608089,1.290102574,0.28,0.72064057,0.41984733,0.1372549,95.49237598,4.054608089,,4.434333454,4.305413635,-0.054978031
Jesse Biddle,ATL,0,0,0,8,0,10.2,9.281251383,6.750001006,0.843750126,0.310344828,0.53763441,0.57142857,0.125,93.03382199,8.437501257,,5.138784416,5.243306026,-0.055147916
Tayler Scott,- - -,0,1,0,26,2,29.2,9.101125546,4.853933625,1.213483406,0.404255319,0.70397112,0.39795918,0.09756098,94.05351016,6.067417031,,4.851884982,5.320208416,-0.05900075
Ryan Burr,CHW,3,2,0,42,1,45.2,7.883212776,4.927007985,1.182481916,0.254237288,0.82089552,0.55371901,0.17142857,94.79823559,3.153285111,,4.822915489,4.404946392,-0.059414364
Ryne Harper,WSN,0,2,0,34,0,35.2,7.822431301,3.53271091,1.514018961,0.231578947,0.78651685,0.41836735,0.15789474,86.65205236,4.037383897,,4.964426966,4.657298709,-0.062893026
Jhoulys Chacín,COL,7,4,0,81,1,111.2,6.770150102,3.949254226,1.208955375,0.275147929,0.60144928,0.42979943,0.12396694,92.66916483,5.722388776,,4.757557779,4.770527219,-0.063073085
T.J. McFarland,- - -,4,2,0,69,0,73,4.808220057,2.589041569,0.98630155,0.305676856,0.6938326,0.58723404,0.14545455,,4.438356976,,4.488773183,4.276720203,-0.06394265
Jorge Alcala,MIN,3,7,1,71,0,77.1,8.728449603,2.676724545,1.629310593,0.242105263,0.67771084,0.42364532,0.17721519,97.21806884,4.306035138,,4.608511569,4.021664512,-0.06647422
Ashton Goudeau,- - -,3,1,1,28,1,54.2,6.256098179,4.445122391,1.152439138,0.260869565,0.64516129,0.45454545,0.11864407,92.72307785,5.268293204,,5.014462416,5.108588691,-0.067634268
Eric Hanhold,BAL,0,0,0,10,0,10.1,5.225808059,2.61290403,1.74193602,0.314285714,0.56338028,0.37837838,0.13333333,94.86676897,6.967744079,,5.686163929,5.731205739,-0.06824033
Shawn Morimando,MIA,0,0,0,4,0,10.1,7.838710642,4.354839246,1.741935698,0.421052632,0.59405941,0.375,0.13333333,91.05337834,9.58064634,,5.395840848,5.44088265,-0.068260685
Riley Smith,ARI,1,4,1,24,6,67.1,4.811881552,2.004950647,1.336633764,0.322033898,0.64835165,0.43209877,0.11494253,92.96167908,6.01485194,,4.877955044,5.22695762,-0.069334894
Luis L. Ortiz,PIT,4,7,0,20,18,94,6.414893747,5.170212871,1.244680876,0.292517007,0.73099415,0.47213115,0.12871287,96.6715888,4.78723414,,5.394303214,5.347227463,-0.069754123
Jandel Gustave,MIL,3,2,0,41,0,46.1,7.769785345,3.107914138,1.165467802,0.259541985,0.72761194,0.48175182,0.13333333,96.66619119,3.690648039,,4.516518775,4.375033131,-0.074548978
Matt Waldron,SDP,1,3,0,6,4,29.2,6.06741586,2.426966344,2.123595551,0.260869565,0.75342466,0.34343434,0.16666667,91.42047189,5.157303481,,5.787905349,5.070072742,-0.076919902
Chase Silseth,LAA,5,4,0,22,14,77,9.000000334,4.090909243,1.87012994,0.274509804,0.72748268,0.47945205,0.24242424,95.26492928,5.025974213,,5.347802248,4.003855943,-0.077431425
Cooper Criswell,- - -,1,2,0,11,2,34.2,7.269231302,2.596154037,1.298077018,0.351351351,0.68627451,0.47826087,0.15625,,5.711538881,,4.713344658,4.357815888,-0.079329934
Brad Brach,CIN,1,2,1,35,0,30,9.900002518,5.400001373,1.500000381,0.304878049,0.54761905,0.43023256,0.13513514,93.67550416,6.300001602,,5.036701264,5.046081222,-0.081361331
Peter Solomon,- - -,1,0,0,11,0,27.1,5.268292928,6.256097852,0.658536616,0.297619048,0.61085973,0.45348837,0.07142857,92.848011,6.58536616,,5.189439717,5.976643142,-0.084919192
Scott McGough,ARI,2,7,9,63,1,70.1,11.00474177,3.838863409,1.791469591,0.272189349,0.71823204,0.48618785,0.24561404,93.50936066,4.734598205,,4.766924745,3.524251853,-0.087370768
Gus Varland,- - -,1,1,0,16,0,20.1,8.852460816,7.081968652,1.327869122,0.380952381,0.65326633,0.50769231,0.16666667,95.77695216,6.639345612,,5.7188323,5.269976701,-0.088573843
Anthony Kay,- - -,1,2,0,25,5,47,9.574469056,5.17021329,1.531915049,0.338461538,0.72802198,0.41304348,0.19512195,94.35743758,5.744681434,,5.316892103,4.606010144,-0.090287773
Keone Kela,SDP,2,2,0,12,0,10.2,10.96875065,2.531250151,2.531250151,0.275862069,0.6122449,0.4375,0.23076923,94.91971196,5.062500302,,5.232534245,3.726600497,-0.091761112
Gavin Hollowell,COL,1,2,1,26,0,33.2,8.821784344,5.079209168,1.336633992,0.258426966,0.61363636,0.31914894,0.11627907,93.44433356,5.881189563,,5.248973601,5.37410763,-0.091823706
Ty Adcock,SEA,0,0,0,12,0,15.2,6.319149962,0,2.297872713,0.162790698,0.74074074,0.36956522,0.23529412,96.46279404,3.44680907,,5.174709335,3.65643112,-0.092868082
Zack Burdi,- - -,0,0,0,10,0,14,7.71428624,4.500000307,1.92857156,0.355555556,0.6302521,0.35416667,0.13043478,95.66561574,7.071429053,,6.195686124,6.271161073,-0.09341338
David Hale,PHI,0,2,0,17,1,26.2,7.087501183,3.037500507,1.687500282,0.3125,0.60606061,0.40963855,0.18518519,93.09030092,6.41250107,,5.157534454,4.506450999,-0.093867591
J.B. Wendelken,- - -,6,4,2,75,0,72.2,7.431194091,4.458716455,0.990825879,0.289099526,0.67510549,0.44748858,0.11428571,94.60025613,4.706422924,,4.454385424,4.621195613,-0.095444918
Josh Tomlin,ATL,4,0,0,35,0,49.1,6.750000696,0.912162256,1.824324512,0.357575758,0.63934426,0.33333333,0.13333333,88.88054105,6.567568245,,4.670034277,4.717206434,-0.096246697
Josh Fleming,TBR,14,13,1,48,17,191,5.607330151,2.921466129,1.178010536,0.310509554,0.64143426,0.58359133,0.17241379,91.72447737,5.230366779,,4.675911642,4.258900756,-0.102457988
Robert Dugger,- - -,0,3,0,16,5,41.2,8.208000501,4.10400025,1.512000092,0.359375,0.60126582,0.33834586,0.13461538,90.91527437,6.912000422,,4.947914634,4.829522054,-0.102696788
Kyle Cody,TEX,0,2,0,7,0,11.1,11.11764831,1.588235472,2.382353208,0.393939394,0.5952381,0.45714286,0.25,95.42926472,7.941177362,,5.464152027,3.891123514,-0.103603989
Marcos Diplán,BAL,2,0,0,28,0,35.2,8.074767795,5.046729872,1.514018961,0.217391304,0.74468085,0.41836735,0.14285714,93.64689724,4.037383897,,5.235648949,5.102505874,-0.104165763
Jaime Barria,LAA,7,13,0,80,18,215.1,6.269350382,2.800309837,1.58823543,0.278713629,0.72674419,0.4005848,0.13868613,92.77531444,4.26315826,,5.113777947,4.881824835,-0.106166445
Thomas Eshelman,BAL,0,3,0,9,6,27.2,3.578313582,3.253012347,1.951807408,0.285714286,0.6284153,0.35294118,0.13333333,85.57678833,7.156627164,,6.386901888,6.437370412,-0.106950067
Tanner Rainey,WSN,2,6,15,67,0,61.2,11.38378496,5.545946518,1.605405571,0.295302013,0.65756824,0.28125,0.12359551,96.81420325,5.400000557,,4.925794949,4.969068257,-0.108676359
Ben Heller,ATL,0,0,0,19,0,18.2,7.714287554,5.303572693,0.964285944,0.274509804,0.76335878,0.49056604,0.10526316,95.88479892,3.857143777,,5.027672971,5.324078267,-0.108889461
Jose Cuas,- - -,7,3,1,112,2,97.1,9.246578096,5.363015296,0.832192029,0.328413284,0.78644501,0.47122302,0.10714286,92.36278291,3.976028581,,4.538396501,4.713371514,-0.109101708
Paul Campbell,MIA,2,3,0,16,1,26.2,8.775001464,3.375000563,1.687500282,0.333333333,0.54054054,0.41666667,0.15151515,92.961059,6.41250107,,5.007534429,4.753432518,-0.110304424
Greg Weissert,NYY,3,0,0,23,0,24.2,9.851352748,3.648649166,1.459459666,0.28125,0.68027211,0.51470588,0.16,94.29603056,5.472973749,,4.692098464,4.17157068,-0.111567568
Jimmie Sherfy,- - -,2,1,0,14,0,15,7.200000458,2.400000153,1.800000114,0.214285714,0.72463768,0.43181818,0.15789474,94.0854236,4.200000267,,5.370034262,5.004892933,-0.113279846
Nick Mears,- - -,1,0,0,43,0,40,9.450002028,4.950001062,1.35000029,0.280373832,0.80645161,0.37168142,0.12,95.91230724,3.825000821,,4.700074099,4.888959191,-0.113800744
Bryce Jarvis,ARI,2,0,0,8,0,18,4.000000424,4.000000424,1.000000106,0.14,0.84507042,0.45098039,0.125,95.66366362,2.500000265,,5.148704496,5.179483331,-0.114668481
Josh Walker,NYM,0,1,0,13,0,10,10.80000309,5.400001545,1.800000515,0.357142857,0.46052632,0.23333333,0.13333333,94.71362134,8.100002317,,5.259815979,5.149255226,-0.115241431
Cody Ponce,PIT,0,6,0,15,2,38.1,8.452174193,2.582608781,1.878260932,0.390243902,0.59859155,0.42307692,0.18181818,93.33361127,7.043478495,,4.943947225,4.256084599,-0.11567793
Ben Rowen,LAA,0,0,0,8,0,11.1,6.352941889,1.588235472,2.382353208,0.264705882,0.6779661,0.37837838,0.17647059,88.22360229,5.558824153,,6.258269763,5.463636393,-0.117204115
Angel De Jesus,DET,0,0,0,8,0,12.2,4.973685209,2.842105834,1.421052917,0.179487179,0.98360656,0.36585366,0.09090909,94.40398657,2.131579375,,5.48085253,5.999388967,-0.118459731
Tyler Webb,STL,0,0,0,22,0,16.1,7.714289918,10.46939346,0.551020708,0.362068966,0.37878788,0.32758621,0.04166667,90.96225519,13.224497,,5.741464095,7.538078811,-0.120027192
Yonny Chirinos,- - -,6,5,0,22,10,92,5.771739489,2.739130605,1.467391396,0.287197232,0.71171171,0.47524752,0.15306122,93.00039891,4.989130745,,5.19425367,4.834757334,-0.12167456
Geoff Hartlieb,- - -,0,0,0,9,0,13,8.307692917,9.692308403,0.692307743,0.305555556,0.61594203,0.40540541,0.06666667,95.93664144,8.307692917,,6.274582438,7.262045299,-0.122025177
Cody Poteet,MIA,2,4,0,19,9,58.2,8.130682435,4.142045769,1.687500128,0.238709677,0.77181208,0.42073171,0.16923077,94.03011785,4.448863974,,5.153905513,4.550218879,-0.122164993
Kyle Zimmer,KCR,4,1,2,52,2,54,7.666668291,5.00000106,1.166666914,0.278571429,0.66465257,0.52413793,0.13207547,94.15538006,4.833334358,,4.81818262,4.864686198,-0.123185039
Karl Kauffmann,COL,2,4,0,9,3,29.2,3.943820309,4.247191102,1.213483172,0.309278351,0.55066079,0.42,0.10526316,90.19436254,7.280899032,,5.85532108,6.228325416,-0.124926459
Bryan Shaw,- - -,12,9,5,171,2,174.1,8.208414274,3.97514402,1.084130187,0.288343558,0.72404372,0.46062992,0.125,94.5838745,4.336520749,,4.409678832,4.424262103,-0.130919883
Jackson Tetreault,WSN,2,2,0,4,4,21,3.857142857,4.285714286,1.714285714,0.260273973,0.65693431,0.4025974,0.13333333,94.48092232,5.142857143,,6.160050049,5.798673007,-0.131080836
Cody Morris,CLE,1,2,0,13,5,31.2,9.094737025,5.115789576,1.705263192,0.304878049,0.86206897,0.375,0.18181818,94.81511594,3.410526384,,5.297033422,4.427522921,-0.133491736
Anthony Swarzak,- - -,0,1,0,13,0,12.1,6.567568245,0.729729805,2.91891922,0.390243902,0.54878049,0.27272727,0.23529412,93.21322668,9.486487465,,6.4132777,4.629019907,-0.134206118
Ljay Newsome,SEA,1,1,0,7,1,14.2,9.818182244,1.840909171,3.068181951,0.333333333,0.5625,0.3125,0.23809524,93.00214045,7.977273073,,6.03367061,4.128098118,-0.135235161
Hobie Harris,WSN,0,0,0,16,0,19.1,4.189655448,6.051724536,0.931034544,0.287878788,0.71428571,0.36764706,0.06666667,94.39992252,5.120689992,,5.846022473,7.076476981,-0.135477468
Max Castillo,- - -,0,3,0,21,6,59.2,7.089386004,3.620112002,1.508380001,0.277456647,0.67123288,0.44692737,0.15873016,93.17999204,5.430168003,,5.223281735,4.673677029,-0.13876849
Daniel Duarte,CIN,3,0,1,31,0,31.1,6.89361856,5.17021392,1.72340464,0.209302326,0.80357143,0.45652174,0.15,95.60037828,4.021277493,,5.928123716,5.517386921,-0.13879402
Nick Vespi,BAL,6,0,1,34,0,41,8.121953298,2.195122513,1.536585759,0.330434783,0.80508475,0.44262295,0.18421053,88.63654371,4.170732774,,4.457837144,3.675956189,-0.142893673
Yacksel Ríos,- - -,3,0,0,26,0,29,7.75862171,6.827587105,1.241379474,0.226666667,0.63451777,0.41772152,0.11111111,96.97625868,6.206897368,,5.726918439,6.113222929,-0.143903359
Kent Emanuel,HOU,1,0,0,10,0,17.2,6.622642463,2.037736142,2.037736142,0.173913043,1,0.5,0.23529412,,2.547170178,,5.490789174,4.245175191,-0.146564022
Tyson Miller,- - -,2,2,0,14,2,26,6.230769916,4.846154379,1.038461653,0.317073171,0.57416268,0.30588235,0.09090909,,7.269231569,,5.276273318,5.806882589,-0.148742254
Michael Rucker,CHC,5,2,1,96,0,123.1,8.756758066,3.648649194,1.386486694,0.302670623,0.6961178,0.46629213,0.15322581,94.95703363,4.962162904,,4.568457635,4.167412808,-0.14888943
James Naile,STL,0,0,0,17,0,24.1,4.438356744,4.068493682,1.109589186,0.351648352,0.52631579,0.52688172,0.15,91.95140076,7.39726124,,5.177906368,4.872942466,-0.150100406
Luis Perdomo,MIL,3,0,0,14,0,23.2,4.563380772,1.140845193,1.521126924,0.263157895,0.80357143,0.625,0.21052632,,3.80281731,,4.802572028,3.793854399,-0.151030079
Kirby Snead,- - -,2,4,1,68,0,64,7.171876817,4.218751069,0.843750214,0.344660194,0.67913386,0.42654028,0.08108108,93.62480151,5.203126318,,4.318073619,4.859560184,-0.155337917
Scott Kazmir,SFG,0,1,0,5,4,11.1,7.941176693,4.764706016,2.382353008,0.333333333,0.71428571,0.47368421,0.23076923,92.3003976,6.352941355,,6.434740096,5.017390731,-0.155587509
Kyle Harrison,SFG,1,1,0,5,5,24.1,10.72602796,2.958904264,2.589041231,0.306451613,0.71428571,0.30434783,0.22580645,93.71598064,5.178082462,,5.72556896,4.10016114,-0.156258881
Alex Colomé,- - -,6,12,21,124,0,115,7.200000776,3.756522144,1.095652292,0.312154696,0.61480552,0.55107527,0.13592233,94.06118571,4.852174436,,4.487964676,4.37604191,-0.158955358
Jared Koenig,OAK,1,3,0,10,5,39.1,5.033898468,3.432203501,0.915254267,0.27480916,0.64338235,0.48507463,0.09090909,89.32953055,5.720339168,,4.841244617,5.175217181,-0.159069255
Logan Gillaspie,BAL,1,1,0,28,0,26.1,6.151900814,2.734178139,1.025316802,0.352272727,0.73529412,0.36263736,0.10714286,95.49564267,4.101267209,,4.529891952,4.684207992,-0.159095168
Alberto Baldonado,WSN,0,1,0,14,0,10.2,10.12500332,5.906251936,2.53125083,0.259259259,0.546875,0.27586207,0.21428571,93.88076019,8.437502766,,6.545035229,5.204510081,-0.160185888
Adam Kolarek,- - -,0,1,0,32,0,32.2,5.510205315,3.85714372,0.826530797,0.309090909,0.71428571,0.67889908,0.16666667,89.46734651,4.683674518,,4.869657951,4.56011837,-0.163299918
Stefan Crichton,ARI,0,4,4,31,0,23.1,6.557144286,4.628572438,1.157143109,0.37037037,0.60267857,0.45238095,0.09375,90.93925781,7.328573026,,5.441463189,6.189731411,-0.163698047
Alex Wells,BAL,2,3,0,13,8,46.1,6.215827509,3.107913754,2.330935316,0.306666667,0.71428571,0.30246914,0.16666667,88.62387493,6.604316728,,6.381303029,5.725492425,-0.163989849
Grant Hartwig,NYM,4,2,0,23,0,28.2,7.220931834,4.395349812,0.941860674,0.318181818,0.61135371,0.45555556,0.10344828,,5.651164044,,5.00400184,5.322460959,-0.165956229
Hanser Alberto,- - -,0,0,0,13,0,13,1.384615489,2.769230979,2.076923234,0.26,0.71428571,0.20754717,0.09375,64.58272823,6.230769702,,6.978957571,7.699945378,-0.16728817
Enoli Paredes,HOU,0,0,0,15,0,11.2,13.11428857,15.42857479,0,0.357142857,0.65625,0.46428571,0,95.42724609,5.400001177,,5.898079629,7.059243731,-0.168468626
Noé Ramirez,- - -,5,6,1,93,0,86,8.372095159,3.9767452,1.255814274,0.247787611,0.69327731,0.34615385,0.11111111,89.46735351,4.290698769,,4.624916413,4.845050305,-0.170385979
Juan Then,SEA,0,0,0,9,0,11,4.0909098,1.63636392,2.45454588,0.289473684,0.84745763,0.63414634,0.33333333,94.53581238,4.90909176,,6.44163414,4.254055186,-0.17060104
Alex Claudio,- - -,1,2,1,45,0,36.1,7.926607869,4.21101043,1.486238975,0.311926606,0.72016461,0.51754386,0.24,85.66918319,4.954129918,,4.954564472,4.006153209,-0.171719329
Nick Neidert,MIA,1,3,0,9,8,40.2,5.311475742,5.090164253,1.106557446,0.258333333,0.77192982,0.36885246,0.09259259,91.74051198,4.426229785,,5.646558484,6.349138819,-0.181587547
Luke Farrell,- - -,1,1,0,26,3,39.2,8.848740276,4.537815526,1.588235434,0.333333333,0.76512456,0.34677419,0.14893617,91.28655745,4.991597079,,4.988587726,4.641827162,-0.181967166
Chad Kuhl,- - -,11,22,1,71,46,255.2,7.603650691,4.505867076,1.61929598,0.306970509,0.67772778,0.37755102,0.15081967,94.26009832,5.843546364,,5.503345711,5.053074717,-0.183350325
Alec Bettinger,MIL,0,1,0,4,1,10,4.5,2.7,2.7,0.384615385,0.39325843,0.3902439,0.23076923,91.33471103,13.5,,7.270034122,5.663704887,-0.18423678
Chasen Shreve,- - -,5,6,0,132,0,127.1,8.410996675,3.675393505,1.413612887,0.275071633,0.74647887,0.41256831,0.13986014,91.13374856,4.382199948,,4.634641901,4.469217262,-0.184734177
Tommy Hunter,NYM,0,2,0,36,1,54,8.00000113,2.333333663,1.666666902,0.272151899,0.75,0.44242424,0.14705882,92.97658899,4.000000565,,4.759633492,4.354175894,-0.185129441
Jonathan Hernández,TEX,3,5,4,57,0,56.2,8.576472128,5.082353854,0.952941348,0.303797468,0.69007264,0.56521739,0.13636364,96.21060181,4.60588318,,4.610333417,4.465573334,-0.18567743
Sam Long,- - -,3,5,3,80,12,128,7.242188417,3.515625445,1.26562516,0.281578947,0.65245478,0.40458015,0.10650888,93.77820074,4.921875623,,4.690359513,5.014200805,-0.18712179
Hirokazu Sawamura,BOS,6,2,0,104,0,103.2,8.768490252,5.122187375,1.128617557,0.275985663,0.78313253,0.50865052,0.13684211,96.19658981,3.385852671,,4.588826413,4.446704949,-0.190983159
Yennsy Díaz,NYM,0,2,0,20,0,25,7.560001154,4.320000659,1.800000275,0.273972603,0.70967742,0.32467532,0.13157895,95.4533836,5.400000824,,5.650034501,5.731864946,-0.196639776
Mike Mayers,- - -,7,8,2,102,7,152,9.000001129,3.197368822,1.776316012,0.305288462,0.74712644,0.3853211,0.16216216,94.04120047,4.855263767,,4.896650671,4.321013963,-0.198899033
Anthony Banda,- - -,3,3,0,72,1,67.1,9.089110768,4.143565203,1.47029733,0.384615385,0.75268817,0.36697248,0.12790698,94.8235377,5.48019914,,4.864475847,4.837252801,-0.199053413
Taylor Widener,ARI,2,2,0,37,13,87.2,8.93155968,4.311787432,1.642585688,0.288617886,0.79759863,0.33463035,0.1322314,92.97448589,4.209125826,,5.325945474,5.294599788,-0.201506492
Casey Legumina,CIN,1,0,0,11,0,12.2,7.815791043,6.394738126,2.131579375,0.342105263,0.67307692,0.51219512,0.23076923,94.67375554,5.684211668,,6.733500315,5.357853229,-0.20190379
Gerardo Reyes,LAA,0,0,0,10,0,11.2,7.714286135,6.942857521,2.31428584,0.297297297,0.72115385,0.3,0.15789474,96.43575297,6.942857521,,7.691692607,6.959466011,-0.203868851
Cody Bolton,PIT,1,0,0,14,0,19.1,9.775863676,6.982759769,1.396551954,0.423728814,0.75376884,0.37704918,0.16666667,95.18789233,6.517242451,,5.587401996,5.115329747,-0.205057293
Domingo Acevedo,OAK,4,4,4,89,0,88,7.568182802,2.352273033,1.431818368,0.252066116,0.74029126,0.38492063,0.14,93.16044053,4.090909623,,4.442081424,4.125418937,-0.206627686
Oliver Ortega,- - -,2,4,1,45,0,58,7.913794144,4.189655724,1.241379474,0.291925466,0.74525745,0.5060241,0.14545455,96.15888565,4.034483289,,4.745177194,4.463037643,-0.207629859
A.J. Alexy,TEX,4,2,0,9,4,30,6.900000658,7.800000744,1.500000143,0.225,0.6744186,0.30120482,0.14285714,93.77000949,6.300000601,,6.489927046,6.353283575,-0.208941929
Travis Bergen,TOR,2,0,0,10,1,10.2,5.062500754,6.750001006,0.843750126,0.137931034,0.95588235,0.33333333,0.0625,92.27454283,1.687500251,,6.076284556,7.504077958,-0.210666412
Dusten Knight,- - -,0,1,0,13,0,19.2,9.152543113,4.118644401,2.288135778,0.288135593,0.54166667,0.3968254,0.2,90.49984545,7.32203449,,5.781883438,4.503027182,-0.212017864
Sean Poppen,- - -,3,3,1,53,0,51.1,8.41558651,3.681819098,1.227273033,0.34,0.68306011,0.41290323,0.12962963,94.82641602,4.733767412,,4.501502848,4.374564467,-0.217483936
Aníbal Sánchez,WSN,4,6,0,14,14,69.1,6.230769688,4.28365416,1.687500124,0.216494845,0.78590786,0.37931034,0.14285714,89.41224166,4.28365416,,5.76627735,5.271762157,-0.219962224
Nick Wittgren,- - -,4,9,2,116,1,120.1,7.180056733,2.84210579,1.196676122,0.304709141,0.65737052,0.44623656,0.13114754,92.36438988,5.235458034,,4.482498354,4.43206069,-0.220563408
Tim Hill,SDP,10,10,1,181,0,152,6.335527906,3.0197376,1.0065792,0.296774194,0.66599395,0.6059322,0.14655172,91.5394568,4.144737882,,4.546451268,4.347612473,-0.220840096
Matt Koch,- - -,3,2,0,39,0,38,5.447369378,1.657895028,1.894737175,0.271186441,0.71428571,0.456,0.18604651,94.06273281,5.210527231,,5.47985091,4.58326843,-0.22125718
Sam Clay,- - -,0,5,0,65,0,50.1,6.973512224,4.649008149,0.894040029,0.329268293,0.64367816,0.625,0.15151515,,5.90066419,,4.99174565,4.845837616,-0.221738091
Aaron Fletcher,- - -,0,1,0,13,0,15.1,4.695653147,2.934783217,1.76086993,0.264150943,0.52884615,0.44642857,0.15,,8.217393008,,6.191423688,5.652946988,-0.225141268
Jimmy Lambert,CHW,4,6,1,81,6,97.2,8.846417563,4.607509147,1.56655311,0.29739777,0.77044025,0.33215548,0.13178295,94.24938671,4.423208781,,5.132571055,4.978977949,-0.227470121
José Ruiz,- - -,4,4,0,160,1,170,9.000001464,4.182353622,1.429411997,0.279826464,0.7480315,0.41067762,0.14438503,96.97820712,4.341177177,,4.737597401,4.470342488,-0.227719981
Luís Madero,MIA,0,0,0,6,0,12,3,6,2.25,0.25,0.56179775,0.25581395,0.10714286,89.8512033,9,,8.003367456,8.870212418,-0.229973093
Cole Sands,MIN,0,3,1,26,3,52.1,8.426752411,4.471338014,1.375796312,0.303225806,0.73529412,0.42331288,0.11428571,92.40012893,4.987261631,,5.065169951,5.157354131,-0.232524201
Matt Festa,SEA,2,0,2,61,0,63,11.0000015,4.28571487,1.571428786,0.253521127,0.77044025,0.38,0.15714286,92.52128744,4.142857707,,4.48269245,3.889004796,-0.235327125
Mauricio Llovera,- - -,2,3,0,48,1,53,9.000001619,4.415095134,1.698113513,0.291390728,0.70422535,0.43396226,0.16949153,94.5755258,4.924529188,,5.410649379,4.778878315,-0.237627681
Norge Ruiz,OAK,0,1,0,14,0,19,8.526318357,3.315790472,1.894737413,0.412698413,0.68862275,0.36363636,0.17391304,93.04664277,7.105265298,,5.375589578,4.430773309,-0.241229415
Tyler Beede,- - -,2,5,0,32,5,62.1,5.919786489,4.187166053,1.010695254,0.317307692,0.69246436,0.47887324,0.10294118,95.9054472,5.48663138,,4.942232243,5.101843679,-0.244651011
Matt Peacock,- - -,5,7,0,44,8,96.1,5.231834083,2.989619476,1.307958521,0.319148936,0.68731118,0.59292035,0.18421053,92.98114014,4.951557257,,4.918379878,4.403371888,-0.245712059
Erich Uelmen,- - -,2,1,1,26,0,28,7.071430017,4.50000092,0.964285911,0.294117647,0.66210046,0.47126437,0.09677419,93.75795939,5.785715468,,5.081980847,5.334506195,-0.247480523
Parker Mushinski,HOU,0,0,0,21,0,22,9.409092133,2.863636736,2.045454811,0.322033898,0.82758621,0.5,0.26315789,92.79393422,4.909091548,,5.710687599,4.148715288,-0.248640262
Zack Weiss,- - -,1,1,0,22,0,25.1,10.65789688,3.907895521,2.131579375,0.178571429,0.82524272,0.3442623,0.22222222,94.27955447,3.552632292,,5.432245116,4.023046626,-0.251668457
Justin Dunn,- - -,2,6,0,18,18,81.1,7.745902305,5.090164372,1.881147703,0.240740741,0.81466395,0.32034632,0.14529915,93.26048377,4.647541383,,6.09889876,5.752161658,-0.252175599
Calvin Faucher,TBR,3,4,1,39,4,47,8.808511889,4.212766556,1.531915111,0.342657343,0.64469914,0.45695364,0.16326531,95.45041351,6.319149834,,4.980151818,4.406098977,-0.25339365
Rex Brothers,CHC,3,2,1,57,0,53,12.73585181,5.94339751,1.528302217,0.288288288,0.73487032,0.35,0.16981132,94.70581279,5.26415208,,4.868147697,4.424962558,-0.254715979
Yoan López,- - -,1,0,0,21,0,23.1,8.871429417,4.242857547,1.928571612,0.375,0.7027027,0.42857143,0.16129032,95.87781366,6.17142916,,5.500021447,4.851479227,-0.254744813
Wade Davis,KCR,0,3,2,40,0,42.2,8.015625478,4.007812739,1.687500101,0.292682927,0.59479554,0.34883721,0.14035088,92.81610957,6.750000402,,5.30284675,5.222424273,-0.254853964
Kyle Ryan,CHC,0,0,1,13,0,13.1,5.400001287,4.050000966,2.025000483,0.311111111,0.69148936,0.57446809,0.375,89.12515695,6.750001609,,6.245034856,4.378651687,-0.255498648
Tyler Clippard,- - -,1,1,6,30,0,30.1,7.417582729,4.450549637,1.186813237,0.269662921,0.76036866,0.27777778,0.08163265,88.83467029,3.857143019,,5.303396335,6.354972523,-0.26260069
Jeff Brigham,- - -,1,3,1,52,0,60,10.05000192,3.900000744,1.650000315,0.244755245,0.73051948,0.2875817,0.14864865,94.15551879,4.500000858,,4.900861967,4.474772457,-0.264317766
Seth Frankoff,ARI,0,2,0,4,3,14.2,6.750000293,5.522727512,2.454545561,0.333333333,0.62992126,0.46938776,0.22222222,91.24500304,9.204545854,,7.465488854,6.085387768,-0.269433379
Darren McCaughan,SEA,0,0,0,5,1,14,7.714285714,4.5,2.571428571,0.261904762,0.57471264,0.55555556,0.25,87.90951718,7.071428571,,6.916384581,5.181107033,-0.275551962
Jefry Rodriguez,WSN,0,0,0,14,1,24.1,7.397260661,6.287671561,2.219178198,0.279411765,0.78034682,0.32432432,0.17647059,94.87354748,5.917808528,,6.950856238,6.210649855,-0.277954031
Randy Dobnak,MIN,1,7,1,14,6,50.2,4.796052872,2.131579054,1.953947466,0.310734463,0.55031447,0.55376344,0.26829268,93.83047485,7.638158278,,5.696350039,4.301721953,-0.278246924
Tommy Milone,- - -,2,2,1,15,3,39.2,5.672269271,3.403361563,1.815126167,0.264,0.74235808,0.34090909,0.13114754,85.93343423,4.991596959,,5.737630409,5.567494504,-0.279139146
Collin Snider,KCR,4,2,0,57,1,50.1,5.185432068,4.291392057,0.894040012,0.329268293,0.65384615,0.52095808,0.12195122,96.41711426,5.900664078,,4.848023924,4.812356506,-0.27982042
Sean Newcomb,- - -,5,2,1,59,3,75,10.56000134,6.600000839,1.200000153,0.313829787,0.68421053,0.3622449,0.13333333,94.78998347,5.880000748,,4.913408118,4.789966159,-0.280098902
